,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
262,HP,ProBook 450,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,500GB HDD,0.48828125,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.1,4.6297083,6420024,78347.1498
263,Dell,Vostro 3568,Vostro 3568,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.18,4.80607814,5842044,71293.73603
264,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Windows,2.24,4.93835552,5023980,61310.44271
265,Dell,Inspiron 5579,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,2.67,5.88634341,7104708,86702.73226
266,Asus,ZenBook Flip,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,512GB SSD +  512GB SSD,1,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.1,2.4250853,13329108,162662.5728
267,Lenovo,IdeaPad 320-15IKBN,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,No OS,2.2,4.8501706,4152564,50676.06504
268,HP,Probook 470,Probook 470,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,1TB HDD,1,Nvidia GeForce 930MX ,Nvidia,GeForce 930MX ,Windows,2.5,5.5115575,9052056,110467.3109
269,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),V330-15IKB ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,2.05,4.51947715,7824960,95492.37094
270,Apple,MacBook Pro,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,0,0,2560x1600,Intel Core i5 2.9GHz,Intel,Core i5,2.9,8,512GB SSD,0.5,Intel Iris Graphics 550,Intel,Iris Graphics 550,Mac OS,1.37,3.02033351,17418538.8,212568.188
271,Asus,Rog Strix,Rog Strix,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,AMD Ryzen 1700 3GHz,AMD,Ryzen 1700,3,16,256GB SSD +  1TB HDD,1.25,AMD Radeon RX 580,AMD,Radeon RX 580,Windows,3.2,7.0547936,13773708,168088.2757
272,Dell,Inspiron 3576,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,AMD Radeon 520,AMD,Radeon 520,Linux,2.14,4.71789322,6536242.44,79765.42853
273,Lenovo,ThinkPad X1,ThinkPad X1,2 in 1 Convertible,14,Touchscreen 2560x1440,1,0,2560x1440,Intel Core i7 6600U 2.6GHz,Intel,Core i7 6600U,2.6,16,512GB SSD,0.5,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.36,2.99828728,22221108,271176.6307
274,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,500GB HDD,0.48828125,Nvidia GeForce 930M,Nvidia,GeForce 930M,Windows,2.2,4.8501706,7220304,88113.41501
275,Dell,Inspiron 5567,Inspiron 5567,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,12,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.3,5.0706329,6340618.44,77378.11926
276,Dell,Inspiron 5770,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,128GB SSD +  1TB HDD,1.125,AMD Radeon 530,AMD,Radeon 530,Linux,2.8,6.1729444,9772308,119256.9496
277,Acer,Aspire A515-51G,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,1TB HDD,1,Nvidia GeForce MX130,Nvidia,GeForce MX130,Windows,2.2,4.8501706,6624540,80842.97313
278,Lenovo,IdeaPad 320-17ISK,IdeaPad 320-17ISK,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.8,6.1729444,4348188,53063.37431
279,Lenovo,IdeaPad 320-17IKBR,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,2TB HDD,2,Nvidia GeForce MX150,Nvidia,GeForce MX150,No OS,2.8,6.1729444,7549308,92128.43515
280,Lenovo,IdeaPad 320-17IKB,IdeaPad 320-17IKB,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,6,128GB SSD +  1TB HDD,1.125,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,2.8,6.1729444,7638228,93213.57573
281,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2.0GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Linux,2.25,4.96040175,3805776,46444.01678
282,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.5,5.5115575,7371468,89958.15399
283,Lenovo,Ideapad 320-15IKBN,Ideapad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,6,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.2,4.8501706,5148468,62829.63952
284,Acer,Aspire A517-51G,Aspire A517-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Nvidia GeForce MX150,Nvidia,GeForce MX150,Windows,3,6.613869,8456292,103196.8691
285,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),SP315-51 ,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,12,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.15,4.73993945,5859828,71510.76415
286,Lenovo,Thinkpad T570,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 630,Intel,HD Graphics 630,Windows,1.95,4.29901485,9754524,119039.9215
287,Asus,VivoBook S15,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.7,3.7478591,8687484,106018.2346
288,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.5,5.5115575,10483668,127938.0743
289,Lenovo,IdeaPad 320-15IKB,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,1TB HDD,1,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,No OS,2.2,4.8501706,5859916.92,71511.84929
290,Acer,Chromebook C910-C2ST,Chromebook C910-C2ST,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,Intel,Celeron Dual Core 3205U,1.5,2,16GB SSD,0.015625,Intel HD Graphics,Intel,HD Graphics,Chrome OS,2.19,4.82812437,1769508,21594.29752
291,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,FX753VD-GC071T ,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,1TB HDD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,3,6.613869,10554804,128806.1867
292,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),17-BS037cl ,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,8,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.54,5.59974242,4348188,53063.37431
293,Dell,XPS 15,XPS 15,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2,4.409246,16263468,198472.2119
294,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),V330-15IKB ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,2.05,4.51947715,6571188,80191.88878
295,Lenovo,Legion Y720-15IKB,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,1TB HDD,1,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,3.2,7.0547936,11550708,140959.7612
296,Acer,Aspire A715-71G,Aspire A715-71G,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Linux,2.5,5.5115575,8705268,106235.2627
297,Dell,Precision 7720,Precision 7720,Workstation,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7820HQ 2.9GHz,Intel,Core i7 7820HQ,2.9,16,256GB SSD,0.25,Nvidia Quadro M1200,Nvidia,Quadro M1200,Windows,3.42,7.53981066,25652175.12,313047.865
298,Lenovo,IdeaPad 310-15ABR,IdeaPad 310-15ABR,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD A10-Series 9600P 2.4GHz,AMD,A10-Series 9600P,2.4,6,1TB HDD,1,AMD Radeon R5 430,AMD,Radeon R5 430,Windows,2.4,5.2910952,4437108,54148.51489
299,Asus,ZenBook UX530UQ-PRO,ZenBook UX530UQ-PRO,Ultrabook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.63,3.59353549,13053456,159298.637
300,Asus,VivoBook S14,VivoBook S14,Notebook,14,1366x768,0,0,1366x768,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,4,128GB SSD,0.125,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.3,2.8660099,4526028,55233.65547
301,Asus,Rog GL702VS-GC095T,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,2.9,6.3934067,18868824,230266.8308
302,Lenovo,IdeaPad 320-17IKB,IdeaPad 320-17IKB,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,6,1TB HDD,1,Nvidia GeForce GTX 940M,Nvidia,GeForce GTX 940M,Windows,2.8,6.1729444,5770908,70425.62357
303,Lenovo,IdeaPad 320-15IKBN,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,2TB HDD,2,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,No OS,2.2,4.8501706,4881708,59574.21778
304,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,GL553VE-FY082T ,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.5,5.5115575,11248380,137270.2832
305,Lenovo,IdeaPad 320-15IAP,IdeaPad 320-15IAP,Notebook,15.6,1366x768,0,0,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel,Pentium Quad Core N4200,1.1,4,1TB HDD,1,Intel HD Graphics 505,Intel,HD Graphics 505,No OS,2.2,4.8501706,3201031.08,39063.9757
306,HP,EliteBook x360,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 7600U 2.8GHz,Intel,Core i7 7600U,2.8,16,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.28,2.82191744,17561700,214315.2643
307,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,8,256GB SSD,0.25,Nvidia GeForce 930M,Nvidia,GeForce 930M,Windows,2.2,4.8501706,9274356,113180.1624
308,Lenovo,IdeaPad 320-15IKB,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,2.3,5.0706329,7282548,88873.01341
309,HP,250 G6,250 G6,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.86,4.10059878,4170348,50893.09315
310,Lenovo,IdeaPad 720S-13IKB,IdeaPad 720S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.1,2.4250853,8883108,108405.5438
311,Dell,XPS 13,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,1TB SSD,1,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.21,2.66759383,22221108,271176.6307
312,MSI,GE63VR 7RF,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,2.8,6.1729444,18664308,227771.0075
313,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),ES1-523-84K7 ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD A8-Series 7410 2.2GHz,AMD,A8-Series 7410,2.2,8,256GB SSD,0.25,AMD Radeon R5,AMD,Radeon R5,Windows,2.23,4.91630929,4170348,50893.09315
314,Asus,VivoBook Flip,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,1,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,2,32GB Flash Storage,0.03125,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,1.1,2.4250853,2445300,29841.36592
315,Dell,Inspiron 5570,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,128GB SSD +  1TB HDD,1.125,AMD Radeon 530,AMD,Radeon 530,Windows,2.33,5.13677159,7504848,91585.86486
316,HP,Spectre x360,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,1TB SSD,1,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.29,2.84396367,21776508,265750.9278
317,Lenovo,ThinkPad 13,ThinkPad 13,Notebook,13.3,1366x768,0,0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,Intel,Celeron Dual Core 3855U,1.6,4,16GB Flash Storage,0.015625,Intel HD Graphics 510,Intel,HD Graphics 510,Chrome OS,1.45,3.19670335,4089430.8,49905.61522
318,HP,ProBook 640,ProBook 640,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.95,4.29901485,8714160,106343.7767
319,Acer,TravelMate B,TravelMate B,Notebook,11.6,1366x768,0,0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Intel,Pentium Quad Core N3710,1.6,4,128GB Flash Storage,0.125,Intel HD Graphics 405,Intel,HD Graphics 405,Windows,1.4,3.0864722,4312620,52629.31808
320,HP,Elitebook 840,Elitebook 840,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.48,3.26284204,11488464,140200.1628
321,Lenovo,IdeaPad 320-17IKB,IdeaPad 320-17IKB,Notebook,17.3,1600x900,0,0,1600x900,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD,1,Nvidia GeForce 920MX,Nvidia,GeForce 920MX,Windows,2.79,6.15089817,5237388,63914.7801
322,Asus,ZenBook UX410UA-GV183T,ZenBook UX410UA-GV183T,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2,4.409246,9727848,118714.3793
323,HP,ProBook 450,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,0,1,1366x768,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,1TB HDD,1,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,2.1,4.6297083,8020584,97879.68022
324,Acer,Aspire 5,Aspire 5,Notebook,15.6,1366x768,0,0,1366x768,AMD A12-Series 9720P 2.7GHz,AMD,A12-Series 9720P,2.7,8,256GB SSD,0.25,AMD Radeon RX 540,AMD,Radeon RX 540,Windows,2.2,4.8501706,5859828,71510.76415
325,Lenovo,IdeaPad 120S-14IAP,IdeaPad 120S-14IAP,Notebook,14,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,32GB Flash Storage,0.03125,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,1.44,3.17465712,2596464,31686.1049
326,Acer,Aspire E5-575,Aspire E5-575,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,6,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.23,4.91630929,4881708,59574.21778
327,Asus,VivoBook S15,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.7,3.7478591,9335710.8,113928.9094
328,HP,Elitebook 820,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.26,2.77782498,11870820,144866.2673
329,Dell,XPS 15,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,32,1TB SSD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.06,4.54152338,23465988,286368.5988
330,MSI,GL72M 7REX,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.7,5.9524821,10661508,130108.3554
331,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2,4.409246,8385156,102328.7566
332,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,UX510UX-CN269T ,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD +  1TB HDD,1.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2,4.409246,11861928,144757.7532
333,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),V310-15ISK ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.85,4.07855255,3992508,48722.81199
334,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,FX553VD-FY647T ,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.5,5.5115575,8883108,108405.5438
335,HP,EliteBook 840,EliteBook 840,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300U 2.6GHz,Intel,Core i5 7300U,2.6,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.48,3.26284204,11275056,137595.8254
336,Dell,Inspiron 7570,Inspiron 7570,Ultrabook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.9,4.1887837,9327708,113831.2467
337,HP,Elitebook 850,Elitebook 850,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.84,4.05650632,10172448,124140.0822
338,Asus,X541NA (N3350/4GB/1TB/Linux),X541NA ,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,1TB HDD,1,Intel HD Graphics 500,Intel,HD Graphics 500,Linux,2,4.409246,2445211.08,29840.28078
339,Dell,Inspiron 7570,Inspiron 7570,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,2,4.409246,10161333,124004.4397
340,Dell,Inspiron 3552,Inspiron 3552,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,4,500GB HDD,0.48828125,Intel HD Graphics,Intel,HD Graphics,Linux,2.2,4.8501706,2444410.8,29830.51451
341,Lenovo,IdeaPad 320-15ABR,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD A12-Series 9720P 3.6GHz,AMD,A12-Series 9720P,3.6,12,2TB HDD,2,AMD Radeon 530,AMD,Radeon 530,Windows,2.2,4.8501706,7993908,97554.13804
342,HP,ProBook 450,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,8,1TB HDD,1,Nvidia GeForce 930MX ,Nvidia,GeForce 930MX ,Windows,2.1,4.6297083,6366672,77696.06545
343,Lenovo,Yoga 920-13IKB,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,512GB SSD,0.5,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.4,3.0864722,18664308,227771.0075
344,Dell,XPS 13,XPS 13,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.2,2.6455476,14040468,171343.6974
345,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  2TB HDD,2.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.4,5.2910952,10039068,122512.3714
346,HP,Stream 14-AX001nv,Stream 14-AX001nv,Notebook,14,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,2,32GB Flash Storage,0.03125,Intel HD Graphics 400,Intel,HD Graphics 400,Windows,1.44,3.17465712,2480868,30275.42215
