,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
195,7,364,361,3,17.3,15,0,1,3,83,1,53,1.6,8,8,1.0,69,3,11,5,2.5,5.5115575,8127288.0,99181.84891
196,14,85,82,1,17.3,5,1,1,14,103,1,67,2.9,32,11,1.0,82,3,24,5,3.49,7.69413427,54232308.0,661827.2391
197,7,361,358,3,13.3,8,0,1,3,83,1,53,1.6,8,28,0.5,61,2,109,5,1.49,3.28488827,8527428.0,104064.9815
198,7,317,314,1,17.3,15,0,1,3,102,1,66,2.8,16,16,1.25,75,3,17,5,3.35,7.38548705,12262068.0,149640.8858
199,7,371,368,3,17.3,8,0,1,3,106,1,70,1.8,8,15,0.25,70,3,12,5,2.5,5.5115575,9292140.0,113397.1905
200,4,258,255,1,15.6,12,0,1,14,102,1,66,2.8,16,29,1.5,79,3,21,5,2.65,5.84225095,16405740.0,200208.4368
201,10,510,501,3,15.6,0,0,0,0,68,1,41,2.3,4,2,0.125,47,2,49,5,2.1,4.6297083,4383756.0,53497.43054
202,0,71,71,3,15.6,8,0,1,3,97,1,62,2.7,8,8,1.0,72,3,14,5,2.23,4.91630929,6597864.0,80517.43096
203,10,292,289,1,15.6,15,0,1,3,102,1,66,2.8,16,29,1.5,79,3,21,5,3.2,7.0547936,15552108.0,189791.0873
204,4,352,349,5,15.6,6,0,1,14,114,1,90,3.0,16,16,1.25,101,3,66,5,2.8,6.1729444,27165060.0,331510.4469
205,10,291,288,1,15.6,8,0,1,3,102,1,66,2.8,16,28,0.5,79,3,21,4,2.4,5.2910952,12431016.0,151702.6529
206,4,239,236,3,15.6,36,1,0,0,59,1,38,2.4,6,8,1.0,53,2,55,5,2.3,5.0706329,3903588.0,47637.67141
207,4,575,550,4,13.3,11,1,1,14,106,1,70,1.8,8,15,0.25,61,2,109,5,1.21,2.66759383,17330508.0,211493.8988
208,4,575,550,4,13.3,8,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.2,2.6455476,12884508.0,157236.8699
209,10,210,207,3,15.6,0,0,0,0,74,1,46,2.5,8,15,0.25,53,2,55,5,2.2,4.8501706,5308524.0,64782.89256
210,0,60,60,3,15.6,8,0,1,3,102,1,66,2.8,8,8,1.0,75,3,17,2,2.4,5.2910952,6926868.0,84532.4511
211,2,383,380,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,75,3,17,5,2.9,6.3934067,12511044.0,152679.2795
212,7,22,22,3,15.6,8,0,1,3,56,1,36,2.0,4,25,0.48828125,47,2,49,4,2.1,4.6297083,3103308.0,37871.4062
213,10,210,207,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,4,2.2,4.8501706,4881708.0,59574.21778
214,8,302,299,4,13.0,17,0,1,5,97,1,62,2.7,8,28,0.5,53,2,55,5,1.05,2.31485415,13329108.0,162662.5728
215,4,242,239,4,13.3,15,0,1,3,106,1,70,1.8,8,15,0.25,7,0,78,5,1.4,3.0864722,8286276.96,101122.0803
216,10,212,209,3,17.3,2,0,0,2,74,1,46,2.5,8,8,1.0,85,3,27,4,2.8,6.1729444,5237388.0,63914.7801
217,7,369,366,3,14.0,8,0,1,3,106,1,70,1.8,8,15,0.25,69,3,11,5,1.63,3.59353549,9167652.0,111877.9937
218,4,280,277,4,14.0,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.6,3.5273968,10216908.0,124682.6525
219,4,244,241,0,13.3,7,1,1,3,106,1,70,1.8,16,28,0.5,61,2,109,5,1.62,3.57148926,11372868.0,138789.48
220,4,240,237,3,15.6,8,0,1,3,83,1,53,1.6,8,15,0.25,6,0,77,2,2.2,4.8501706,6022996.2,73501.99711
221,10,582,557,0,14.0,15,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.74,3.83604402,7993908.0,97554.13804
222,16,341,338,4,13.3,8,0,1,3,89,1,55,2.5,8,15,0.25,47,2,49,5,1.2,2.6455476,12119796.0,147904.6609
223,7,363,360,3,15.6,8,0,1,3,83,1,53,1.6,8,8,1.0,61,2,109,5,2.1,4.6297083,7060248.0,86160.16197
224,4,56,56,1,17.3,15,0,1,3,102,1,66,2.8,16,16,1.25,79,3,21,5,4.42,9.74443366,21841775.28,266547.421
225,0,71,71,3,15.6,8,0,1,3,97,1,62,2.7,8,15,0.25,72,3,14,5,2.2,4.8501706,7398144.0,90283.69617
226,4,245,242,3,15.6,7,1,1,3,97,1,62,2.7,16,8,1.0,30,0,101,5,2.3,5.0706329,7638316.92,93214.66087
227,2,544,521,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,67,3,9,5,2.0,4.409246,6837948.0,83447.31052
228,2,266,263,3,17.3,8,0,1,3,74,1,46,2.5,8,20,0.73828125,86,3,28,5,2.69,5.93043587,7922772.0,96686.02558
229,7,593,568,3,15.6,8,0,1,3,97,1,62,2.7,8,8,1.0,1,0,1,5,1.9,4.1887837,11283948.0,137704.3395
230,2,359,356,3,15.6,0,0,0,0,59,1,38,2.4,4,8,1.0,53,2,55,5,2.37,5.22495651,3547819.08,43296.02396
231,7,38,38,3,15.6,0,0,0,0,19,0,76,1.5,4,25,0.48828125,12,0,83,5,2.1,4.6297083,2934360.0,35809.6391
232,10,292,289,1,15.6,15,0,1,3,102,1,66,2.8,16,16,1.25,79,3,21,5,3.2,7.0547936,13329108.0,162662.5728
233,4,548,525,3,14.0,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.6,3.5273968,7638228.0,93213.57573
234,0,79,79,0,13.3,13,1,1,3,68,1,41,2.3,8,15,0.25,47,2,49,5,1.6,3.5273968,6126588.0,74766.18589
235,4,245,242,3,15.6,8,0,1,3,97,1,62,2.7,16,15,0.25,30,0,101,2,2.36,5.20291028,7993908.0,97554.13804
236,0,62,62,3,15.6,0,0,0,0,56,1,36,2.0,4,8,1.0,47,2,49,2,2.1,4.6297083,3467880.0,42320.48258
237,2,569,544,3,15.6,8,0,1,3,2,0,2,2.5,4,3,1.125,24,0,95,5,2.2,4.8501706,5112900.0,62395.58329
238,2,380,377,1,17.3,8,0,1,3,103,1,67,2.9,32,29,1.5,82,3,24,5,4.7,10.3617281,34589880.0,422119.6852
239,0,307,304,1,15.6,15,0,1,3,77,1,47,2.5,8,15,0.25,75,3,17,5,2.5,5.5115575,7522632.0,91802.89298
240,10,211,208,3,15.6,0,0,0,0,56,1,36,2.0,8,2,0.125,47,2,49,5,2.2,4.8501706,5237388.0,63914.7801
241,2,538,515,3,17.3,8,0,1,3,106,1,70,1.8,8,3,1.125,63,3,5,5,2.1,4.6297083,10181340.0,124248.5963
242,2,129,126,3,17.3,8,0,1,3,97,1,62,2.7,8,3,1.125,86,3,28,4,2.69,5.93043587,7904988.0,96468.99747
243,4,248,245,1,15.6,8,0,1,3,77,1,47,2.5,8,15,0.25,75,3,17,5,2.56,5.64383488,7816068.0,95383.85689
244,10,589,564,0,13.9,13,1,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.38,3.04237974,9594468.0,117086.6685
245,4,247,244,3,15.6,8,0,1,3,106,1,70,1.8,8,4,2.125,7,0,78,5,2.2,4.8501706,8758620.0,106886.347
246,7,20,20,3,15.6,36,1,0,0,74,1,46,2.5,8,8,1.0,53,2,55,5,2.04,4.49743092,4970628.0,60659.35836
247,2,386,383,1,17.3,8,0,1,3,103,1,67,2.9,16,15,0.25,82,3,24,5,3.6,7.9366428,26667108.0,325433.6596
248,7,361,358,3,13.3,15,0,1,3,83,1,53,1.6,4,25,0.48828125,61,2,109,5,1.49,3.28488827,6002100.0,73246.98908
249,1,300,297,4,13.3,23,0,0,10,67,1,40,3.1,8,28,0.5,59,2,61,3,1.37,3.02033351,18139680.0,221368.6781
250,4,250,247,0,15.6,13,1,1,3,106,1,70,1.8,8,8,1.0,61,2,109,5,2.08,4.58561584,7282548.0,88873.01341
251,2,381,378,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,93,3,35,5,4.3,9.4798789,15996708.0,195216.7901
252,2,551,528,3,15.6,0,0,0,0,14,0,11,3.0,4,8,1.0,22,0,93,5,1.68,3.70376664,4170348.0,50893.09315
253,10,590,565,0,13.9,13,1,1,3,106,1,70,1.8,8,28,0.5,61,2,109,5,1.37,3.02033351,16441308.0,200642.493
254,0,59,59,3,17.3,15,0,1,3,60,1,39,2.7,4,15,0.25,97,3,39,5,3.0,6.613869,6242184.0,76176.86864
255,4,547,524,4,13.3,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.41,3.10851843,8438508.0,102979.8409
256,7,13,13,3,15.6,0,0,0,0,10,0,8,2.5,8,2,0.125,16,0,87,5,1.91,4.21082993,3964942.8,48386.41841
257,7,125,122,3,17.3,15,0,1,3,106,1,70,1.8,16,8,1.0,98,3,40,5,2.9,6.3934067,9416628.0,114916.3873
258,11,187,184,1,17.3,8,0,1,3,102,1,66,2.8,16,29,1.5,80,3,22,5,4.14,9.12713922,22221108.0,271176.6307
259,10,585,560,0,15.6,13,1,1,3,102,1,66,2.8,8,28,0.5,77,3,19,5,2.0,4.409246,15107508.0,184365.3844
260,4,252,249,3,17.3,8,0,1,3,106,1,70,1.8,8,3,1.125,7,0,78,5,2.8,6.1729444,10154664.0,123923.0541
261,10,211,208,3,15.6,8,0,1,3,56,1,36,2.0,4,15,0.25,47,2,49,4,2.2,4.8501706,3948048.0,48180.2417
262,7,363,360,3,15.6,15,0,1,3,83,1,53,1.6,4,25,0.48828125,53,2,55,5,2.1,4.6297083,6420024.0,78347.1498
263,4,546,523,3,15.6,8,0,1,3,74,1,46,2.5,4,8,1.0,53,2,55,5,2.18,4.80607814,5842044.0,71293.73603
264,4,239,236,3,15.6,8,0,1,3,74,1,46,2.5,8,8,1.0,24,0,95,5,2.24,4.93835552,5023980.0,61310.44271
265,4,250,247,0,15.6,7,1,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,2.67,5.88634341,7104708.0,86702.73226
266,2,599,574,0,13.3,7,1,1,3,106,1,70,1.8,8,33,1.0,61,2,109,5,1.1,2.4250853,13329108.0,162662.5728
267,10,210,207,3,15.6,8,0,1,3,74,1,46,2.5,4,8,1.0,53,2,55,4,2.2,4.8501706,4152564.0,50676.06504
268,7,371,368,3,17.3,8,0,1,3,106,1,70,1.8,8,8,1.0,70,3,12,5,2.5,5.5115575,9052056.0,110467.3109
269,10,530,507,3,15.6,8,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,2.05,4.51947715,7824960.0,95492.37094
270,1,300,297,4,13.3,23,0,0,10,66,1,40,2.9,8,28,0.5,57,2,59,3,1.37,3.02033351,17418538.8,212568.188
271,2,407,404,1,17.3,8,0,1,3,26,0,89,3.0,16,16,1.25,37,0,108,5,3.2,7.0547936,13773708.0,168088.2757
272,4,240,237,3,15.6,8,0,1,3,106,1,70,1.8,8,15,0.25,6,0,77,2,2.14,4.71789322,6536242.44,79765.42853
273,10,471,468,0,14.0,39,1,0,9,91,1,57,2.6,16,28,0.5,47,2,49,5,1.36,2.99828728,22221108.0,271176.6307
274,16,410,407,3,15.6,0,0,0,0,89,1,55,2.5,8,25,0.48828125,68,3,10,5,2.2,4.8501706,7220304.0,88113.41501
275,4,245,242,3,15.6,0,0,0,0,97,1,62,2.7,12,8,1.0,53,2,55,5,2.3,5.0706329,6340618.44,77378.11926
276,4,252,249,3,17.3,8,0,1,3,106,1,70,1.8,8,3,1.125,7,0,78,2,2.8,6.1729444,9772308.0,119256.9496
277,0,63,63,3,15.6,15,0,1,3,106,1,70,1.8,8,8,1.0,97,3,39,5,2.2,4.8501706,6624540.0,80842.97313
278,10,214,211,3,17.3,2,0,0,2,56,1,36,2.0,4,8,1.0,47,2,49,5,2.8,6.1729444,4348188.0,53063.37431
279,10,213,210,3,17.3,8,0,1,3,106,1,70,1.8,8,21,2.0,98,3,40,4,2.8,6.1729444,7549308.0,92128.43515
280,10,212,209,3,17.3,2,0,0,2,97,1,62,2.7,6,3,1.125,72,3,14,5,2.8,6.1729444,7638228.0,93213.57573
281,4,239,236,3,15.6,8,0,1,3,54,1,36,2.0,4,8,1.0,24,0,95,2,2.25,4.96040175,3805776.0,46444.01678
282,10,291,288,1,15.6,15,0,1,3,77,1,47,2.5,8,15,0.25,75,3,17,5,2.5,5.5115575,7371468.0,89958.15399
283,10,230,227,3,15.6,8,0,1,3,74,1,46,2.5,6,15,0.25,53,2,55,5,2.2,4.8501706,5148468.0,62829.63952
284,0,67,67,3,15.6,15,0,1,3,106,1,70,1.8,8,15,0.25,98,3,40,5,3.0,6.613869,8456292.0,103196.8691
285,0,408,405,3,15.6,13,1,1,3,97,1,62,2.7,12,8,1.0,53,2,55,5,2.15,4.73993945,5859828.0,71510.76415
286,10,489,486,3,15.6,15,0,1,3,97,1,62,2.7,8,15,0.25,55,2,57,5,1.95,4.29901485,9754524.0,119039.9215
287,2,540,517,4,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,72,3,14,5,1.7,3.7478591,8687484.0,106018.2346
288,10,291,288,1,15.6,15,0,1,3,102,1,66,2.8,16,16,1.25,76,3,18,5,2.5,5.5115575,10483668.0,127938.0743
289,10,209,206,3,15.6,8,0,1,3,97,1,62,2.7,8,8,1.0,72,3,14,4,2.2,4.8501706,5859916.92,71511.84929
290,0,97,94,3,15.6,0,0,0,0,32,1,18,1.5,2,6,0.015625,40,2,42,1,2.19,4.82812437,1769508.0,21594.29752
291,2,139,136,1,17.3,8,0,1,3,102,1,66,2.8,8,8,1.0,75,3,17,5,3.0,6.613869,10554804.0,128806.1867
292,7,40,40,3,17.3,2,0,0,2,56,1,36,2.0,8,8,1.0,47,2,49,5,2.54,5.59974242,4348188.0,53063.37431
293,4,576,551,3,15.6,8,0,1,3,102,1,66,2.8,8,15,0.25,75,3,17,5,2.0,4.409246,16263468.0,198472.2119
294,10,529,507,3,15.6,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,2.05,4.51947715,6571188.0,80191.88878
295,10,292,289,1,15.6,15,0,1,3,102,1,66,2.8,8,8,1.0,79,3,21,5,3.2,7.0547936,11550708.0,140959.7612
296,0,68,68,3,15.6,8,0,1,3,102,1,66,2.8,8,15,0.25,76,3,18,2,2.5,5.5115575,8705268.0,106235.2627
297,4,353,350,5,17.3,8,0,1,3,104,1,68,2.9,16,15,0.25,101,3,66,5,3.42,7.53981066,25652175.12,313047.865
298,10,202,199,3,15.6,8,0,1,3,0,0,0,2.4,6,8,1.0,18,0,89,5,2.4,5.2910952,4437108.0,54148.51489
299,2,609,584,4,15.6,8,0,1,3,97,1,62,2.7,16,28,0.5,72,3,14,5,1.63,3.59353549,13053456.0,159298.637
300,2,539,516,3,14.0,0,0,0,0,59,1,38,2.4,4,2,0.125,53,2,55,5,1.3,2.8660099,4526028.0,55233.65547
301,2,401,398,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,80,3,22,5,2.9,6.3934067,18868824.0,230266.8308
302,10,212,209,3,17.3,2,0,0,2,74,1,46,2.5,6,8,1.0,84,3,26,5,2.8,6.1729444,5770908.0,70425.62357
303,10,210,207,3,15.6,0,0,0,0,74,1,46,2.5,8,21,2.0,72,3,14,4,2.2,4.8501706,4881708.0,59574.21778
304,2,157,154,1,15.6,8,0,1,3,102,1,66,2.8,8,3,1.125,76,3,18,5,2.5,5.5115575,11248380.0,137270.2832
305,10,208,205,3,15.6,0,0,0,0,113,1,87,1.1,4,8,1.0,44,2,46,4,2.2,4.8501706,3201031.08,39063.9757
306,7,114,111,0,13.3,7,1,1,3,99,1,64,2.8,16,15,0.25,53,2,55,5,1.28,2.82191744,17561700.0,214315.2643
307,16,410,407,3,15.6,15,0,1,3,89,1,55,2.5,8,15,0.25,68,3,10,5,2.2,4.8501706,9274356.0,113180.1624
308,10,209,206,3,15.6,8,0,1,3,74,1,46,2.5,8,3,1.125,72,3,14,5,2.3,5.0706329,7282548.0,88873.01341
309,7,50,50,3,15.6,8,0,1,3,56,1,36,2.0,4,8,1.0,47,2,49,5,1.86,4.10059878,4170348.0,50893.09315
310,10,222,219,3,13.3,15,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.1,2.4250853,8883108.0,108405.5438
311,4,575,550,4,13.3,11,1,1,14,106,1,70,1.8,16,11,1.0,61,2,109,5,1.21,2.66759383,22221108.0,271176.6307
312,11,150,147,1,15.6,15,0,1,3,102,1,66,2.8,16,16,1.25,80,3,22,5,2.8,6.1729444,18664308.0,227771.0075
313,0,107,104,3,15.6,8,0,1,3,11,0,9,2.2,8,15,0.25,17,0,88,5,2.23,4.91630929,4170348.0,50893.09315
314,2,535,512,0,11.6,36,1,0,0,37,1,22,1.1,2,22,0.03125,43,2,45,5,1.1,2.4250853,2445300.0,29841.36592
315,4,247,244,3,15.6,8,0,1,3,83,1,53,1.6,8,3,1.125,7,0,78,5,2.33,5.13677159,7504848.0,91585.86486
316,7,420,417,0,13.3,11,1,1,14,106,1,70,1.8,16,11,1.0,61,2,109,5,1.29,2.84396367,21776508.0,265750.9278
317,10,452,449,3,13.3,0,0,0,0,33,1,19,1.6,4,5,0.015625,45,2,47,1,1.45,3.19670335,4089430.8,49905.61522
318,7,365,362,3,14.0,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.95,4.29901485,8714160.0,106343.7767
319,0,494,491,3,11.6,0,0,0,0,112,1,86,1.6,4,0,0.125,42,2,44,5,1.4,3.0864722,4312620.0,52629.31808
320,7,117,114,3,14.0,8,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.48,3.26284204,11488464.0,140200.1628
321,10,212,209,3,17.3,2,0,0,2,74,1,46,2.5,4,8,1.0,66,3,8,5,2.79,6.15089817,5237388.0,63914.7801
322,2,605,580,3,14.0,8,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,2.0,4.409246,9727848.0,118714.3793
323,7,363,360,3,15.6,14,0,1,0,106,1,70,1.8,8,8,1.0,61,2,109,5,2.1,4.6297083,8020584.0,97879.68022
324,0,59,59,3,15.6,0,0,0,0,4,0,4,2.7,8,15,0.25,34,0,105,5,2.2,4.8501706,5859828.0,71510.76415
325,10,200,197,3,14.0,0,0,0,0,37,1,22,1.1,4,22,0.03125,43,2,45,5,1.44,3.17465712,2596464.0,31686.1049
326,0,70,70,3,15.6,0,0,0,0,74,1,46,2.5,6,8,1.0,53,2,55,5,2.23,4.91630929,4881708.0,59574.21778
327,2,540,517,4,15.6,8,0,1,3,97,1,62,2.7,8,15,0.25,72,3,14,5,1.7,3.7478591,9335710.8,113928.9094
328,7,116,113,4,12.5,8,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.26,2.77782498,11870820.0,144866.2673
329,4,576,551,3,15.6,5,1,1,14,102,1,66,2.8,32,11,1.0,75,3,17,5,2.06,4.54152338,23465988.0,286368.5988
330,11,164,161,1,17.3,8,0,1,3,102,1,66,2.8,8,16,1.25,76,3,18,5,2.7,5.9524821,10661508.0,130108.3554
331,16,410,407,3,15.6,15,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,2.0,4.409246,8385156.0,102328.7566
332,2,501,498,3,14.0,8,0,1,3,97,1,62,2.7,8,16,1.25,53,2,55,5,2.0,4.409246,11861928.0,144757.7532
333,10,520,505,3,15.6,8,0,1,3,56,1,36,2.0,4,8,1.0,47,2,49,5,1.85,4.07855255,3992508.0,48722.81199
334,2,137,134,1,15.6,8,0,1,3,102,1,66,2.8,8,15,0.25,75,3,17,5,2.5,5.5115575,8883108.0,108405.5438
335,7,111,108,3,14.0,8,0,1,3,78,1,48,2.6,8,15,0.25,53,2,55,5,1.48,3.26284204,11275056.0,137595.8254
336,4,257,254,4,15.6,15,0,1,3,83,1,53,1.6,8,3,1.125,72,3,14,5,1.9,4.1887837,9327708.0,113831.2467
337,7,118,115,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.84,4.05650632,10172448.0,124140.0822
338,2,555,531,3,15.6,0,0,0,0,37,1,22,1.1,4,8,1.0,43,2,45,2,2.0,4.409246,2445211.08,29840.28078
339,4,257,254,3,15.6,8,0,1,3,83,1,53,1.6,8,15,0.25,72,3,14,5,2.0,4.409246,10161333.0,124004.4397
340,4,238,235,3,15.6,0,0,0,0,36,1,21,1.6,4,25,0.48828125,40,2,42,2,2.2,4.8501706,2444410.8,29830.51451
341,10,206,203,3,15.6,8,0,1,3,5,0,4,3.6,12,21,2.0,7,0,78,5,2.2,4.8501706,7993908.0,97554.13804
342,7,363,360,3,15.6,15,0,1,3,59,1,38,2.4,8,8,1.0,70,3,12,5,2.1,4.6297083,6366672.0,77696.06545
343,10,590,565,0,13.9,11,1,1,14,106,1,70,1.8,16,28,0.5,61,2,109,5,1.4,3.0864722,18664308.0,227771.0075
344,4,575,550,4,13.3,8,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.2,2.6455476,14040468.0,171343.6974
345,10,291,288,1,15.6,15,0,1,3,102,1,66,2.8,16,19,2.25,76,3,18,5,2.4,5.2910952,10039068.0,122512.3714
346,7,426,423,3,14.0,0,0,0,0,36,1,21,1.6,2,22,0.03125,41,2,43,5,1.44,3.17465712,2480868.0,30275.42215
347,4,282,279,4,15.6,8,0,1,3,107,1,71,1.9,16,31,0.75,61,2,109,5,1.88,4.14469124,14297980.32,174486.2645
348,2,535,512,0,11.6,36,1,0,0,37,1,22,1.1,4,22,0.03125,43,2,45,5,1.5,3.3069345,3334500.0,40692.77171
349,4,247,244,4,15.6,8,0,1,3,83,1,53,1.6,8,8,1.0,7,0,78,5,1.9,4.1887837,5895396.0,71944.82038
350,4,576,551,3,15.6,5,1,1,14,102,1,66,2.8,16,28,0.5,75,3,17,5,2.06,4.54152338,18027818.64,220003.5712
351,7,118,115,3,15.6,8,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.84,4.05650632,11595168.0,141502.3315
352,11,171,168,1,17.3,8,0,1,3,102,1,66,2.8,8,3,1.125,79,3,21,5,2.7,5.9524821,12528828.0,152896.3076
353,7,596,571,5,15.6,8,0,1,3,102,1,66,2.8,8,15,0.25,101,3,66,5,2.6,5.7320198,15456696.84,188626.7314
354,16,439,436,3,15.6,15,0,1,3,89,1,55,2.5,16,28,0.5,68,3,10,5,2.4,5.2910952,12475476.0,152245.2232
355,4,247,244,3,15.6,8,0,1,3,106,1,70,1.8,8,4,2.125,7,0,78,5,2.02,4.45333846,8633242.8,105356.2988
356,10,208,205,3,15.6,0,0,0,0,37,1,22,1.1,4,8,1.0,43,2,45,4,2.2,4.8501706,2863135.08,34940.4415
357,4,258,255,1,15.6,8,0,1,3,77,1,47,2.5,8,8,1.0,75,3,17,5,2.65,5.84225095,8883108.0,108405.5438
358,4,239,236,3,15.6,36,1,0,0,74,1,46,2.5,8,21,2.0,53,2,55,5,2.36,5.20291028,4956134.04,60482.48045
359,4,285,282,3,14.0,8,0,1,3,78,1,48,2.6,8,15,0.25,53,2,55,5,1.36,2.99828728,12688884.0,154849.5606
360,7,50,50,3,15.6,0,0,0,0,56,1,36,2.0,4,25,0.48828125,47,2,49,5,1.86,4.10059878,3903588.0,47637.67141
361,2,614,589,3,14.0,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,2.0,4.409246,8402940.0,102545.7847
362,10,212,209,3,17.3,2,0,0,2,74,1,46,2.5,6,3,1.125,85,3,27,5,2.8,6.1729444,6393348.0,78021.60762
363,7,50,50,3,15.6,8,0,1,3,74,1,46,2.5,8,8,1.0,53,2,55,5,1.86,4.10059878,5681988.0,69340.48299
364,10,211,208,3,15.6,0,0,0,0,56,1,36,2.0,8,15,0.25,67,3,9,4,2.2,4.8501706,4437108.0,54148.51489
365,7,3,3,3,15.6,0,0,0,0,112,1,86,1.6,8,21,2.0,42,2,44,5,2.04,4.49743092,3458988.0,42211.96852
366,4,252,249,3,17.3,8,0,1,3,83,1,53,1.6,8,3,1.125,7,0,78,5,2.8,6.1729444,9647820.0,117737.7528
367,10,291,288,1,15.6,15,0,1,3,77,1,47,2.5,8,3,1.125,75,3,17,4,2.4,5.2910952,7193628.0,87787.87283
368,4,245,242,3,15.6,8,0,1,3,97,1,62,2.7,8,15,0.25,30,0,101,5,2.33,5.13677159,7993908.0,97554.13804
369,7,115,112,4,14.0,15,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.36,2.99828728,15561000.0,189899.6013
370,2,599,574,0,15.6,7,1,1,3,97,1,62,2.7,12,32,2.5,74,3,16,5,2.26,4.98244798,9772308.0,119256.9496
371,0,58,58,3,15.6,0,0,0,0,14,0,11,3.0,4,2,0.125,17,0,88,5,2.1,4.6297083,3787992.0,46226.98866
372,2,407,404,1,17.3,15,0,1,3,26,0,89,3.0,16,16,1.25,37,0,108,5,3.25,7.16502475,19553508.0,238622.4133
373,10,199,196,3,17.3,2,0,0,2,11,0,9,2.2,4,2,0.125,17,0,88,5,2.6,5.7320198,4348188.0,53063.37431
374,4,244,241,0,13.3,7,1,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.62,3.57148926,7727236.92,94299.80145
375,7,31,31,3,15.6,8,0,1,3,14,0,11,3.0,4,15,0.25,17,0,88,5,1.91,4.21082993,4348099.08,53062.28917
376,10,577,552,2,11.6,9,0,0,0,41,1,24,1.1,4,2,0.125,43,2,45,5,1.59,3.50535057,4917276.0,60008.27401
377,4,238,235,3,15.6,0,0,0,0,35,1,21,1.6,4,25,0.48828125,41,2,43,5,1.8,3.9683214,2747628.0,33530.84389
378,2,534,511,3,14.0,0,0,0,0,37,1,22,1.1,4,22,0.03125,43,2,45,5,1.5,3.3069345,2543112.0,31035.02056
379,0,60,60,3,15.6,8,0,1,3,102,1,66,2.8,8,8,1.0,75,3,17,2,2.4,5.2910952,7522632.0,91802.89298
380,7,321,318,1,17.3,15,0,1,3,102,1,66,2.8,8,3,1.125,75,3,17,5,3.35,7.38548705,10590372.0,129240.2429
381,10,519,505,3,15.6,8,0,1,3,56,1,36,2.0,4,2,0.125,47,2,49,4,1.85,4.07855255,3587922.0,43785.42236
382,2,384,381,1,15.6,15,0,1,3,102,1,66,2.8,8,3,1.125,79,3,21,5,2.3,5.0706329,14716260.0,179590.7658
383,10,223,220,3,14.0,15,0,1,3,74,1,46,2.5,8,15,0.25,72,3,14,5,1.5,3.3069345,9772308.0,119256.9496
384,2,611,586,4,13.3,7,1,1,3,97,1,62,2.7,16,28,0.5,53,2,55,5,1.1,2.4250853,15551218.8,189780.2358
385,10,490,487,4,14.0,10,0,0,9,97,1,62,2.7,8,28,0.5,53,2,55,5,1.13,2.49122399,20291544.0,247629.0801
386,10,233,230,3,13.3,15,0,1,3,59,1,38,2.4,4,2,0.125,53,2,55,5,1.5,3.3069345,4881708.0,59574.21778
387,4,349,346,5,15.6,8,0,1,3,72,1,45,2.6,8,25,0.48828125,2,0,2,5,2.23,4.91630929,12173148.0,148555.7453
388,4,351,348,5,15.6,15,0,1,3,94,1,60,2.7,8,15,0.25,101,3,66,5,2.0,4.409246,18984420.0,231677.5136
389,10,471,468,0,14.0,39,1,0,9,97,1,62,2.7,16,28,0.5,53,2,55,5,1.42,3.13056466,22310028.0,272261.7712
390,2,403,400,1,17.3,8,0,1,3,102,1,66,2.8,8,8,1.0,75,3,17,5,3.0,6.613869,9238788.0,112746.1061
391,2,406,403,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,76,3,18,5,3.0,6.613869,14147172.0,172645.8661
